cell,hexagon_geometry,entity_id,city_name,city_id,orders,scraping_point_hex_centroid,zone_name,longitude,latitude
8907,"POLYGON ((7488098.556898157 21881673.218606252, 7488348.556898157 21881240.20590436, 7488098.556898157 21880807.19320247, 7487598.556898157 21880807.19320247, 7487348.556898157 21881240.20590436, 7487598.556898157 21881673.218606252, 7488098.556898157 21881673.218606252))",FY_CY,Nicosia,1,688.0,POINT (7487848.556898157 21881240.20590436),['Latsia'],7487848.556898157,21881240.20590436
8670,"POLYGON ((7486598.556898157 21872146.939164642, 7486848.556898157 21871713.92646275, 7486598.556898157 21871280.91376086, 7486098.556898157 21871280.91376086, 7485848.556898157 21871713.92646275, 7486098.556898157 21872146.939164642, 7486598.556898157 21872146.939164642))",FY_CY,Nicosia,1,736.0,POINT (7486348.556898157 21871713.926462747),,7486348.556898157,21871713.926462747
7919,"POLYGON ((7482098.556898157 21878209.11699112, 7482348.556898157 21877776.10428923, 7482098.556898157 21877343.09158734, 7481598.556898157 21877343.09158734, 7481348.556898157 21877776.10428923, 7481598.556898157 21878209.11699112, 7482098.556898157 21878209.11699112))",FY_CY,Nicosia,1,1119.0,POINT (7481848.556898157 21877776.104289226),"['Nicosia central', 'Latsia', 'Lakatamia']",7481848.556898157,21877776.104289226
1025,"POLYGON ((4251712.684923021 19364916.71039769, 4251962.684923021 19364483.6976958, 4251712.684923021 19364050.684993908, 4251212.684923021 19364050.684993908, 4250962.684923021 19364483.6976958, 4251212.684923021 19364916.71039769, 4251712.684923021 19364916.71039769))",OP_SE,Goteborg,2,3864.0,POINT (4251462.684923021 19364483.6976958),['Goteborg'],4251462.684923021,19364483.6976958
885,"POLYGON ((4247962.684923021 19365349.723099582, 4248212.684923021 19364916.71039769, 4247962.684923021 19364483.6976958, 4247462.684923021 19364483.6976958, 4247212.684923021 19364916.71039769, 4247462.684923021 19365349.723099582, 4247962.684923021 19365349.723099582))",OP_SE,Goteborg,2,3194.0,POINT (4247712.684923021 19364916.710397694),['Hisingen'],4247712.684923021,19364916.710397694
1280,"POLYGON ((4258462.684923021 19362751.646888234, 4258712.684923021 19362318.634186342, 4258462.684923021 19361885.62148445, 4257962.684923021 19361885.62148445, 4257712.684923021 19362318.634186342, 4257962.684923021 19362751.646888234, 4258462.684923021 19362751.646888234))",OP_SE,Goteborg,2,758.0,POINT (4258212.684923021 19362318.634186342),,4258212.684923021,19362318.634186342
179,"POLYGON ((4229212.684923021 19370112.862820387, 4229462.684923021 19369679.850118496, 4229212.684923021 19369246.837416604, 4228712.684923021 19369246.837416604, 4228462.684923021 19369679.850118496, 4228712.684923021 19370112.862820387, 4229212.684923021 19370112.862820387))",OP_SE,Goteborg,2,980.0,POINT (4228962.68492302 19369679.850118496),,4228962.68492302,19369679.850118496
932,"POLYGON ((4249462.684923021 19373143.951733626, 4249712.684923021 19372710.939031735, 4249462.684923021 19372277.926329844, 4248962.684923021 19372277.926329844, 4248712.684923021 19372710.939031735, 4248962.684923021 19373143.951733626, 4249462.684923021 19373143.951733626))",OP_SE,Goteborg,2,767.0,POINT (4249212.68492302 19372710.939031735),,4249212.68492302,19372710.939031735
822,"MULTIPOLYGON (((4246712.684923021 19370978.88822417, 4246603.412509802 19370789.62285261, 4246281.470374611 19370952.04798338, 4246124.404076006 19371066.868568845, 4246057.875548356 19371181.1154997, 4246138.00530671 19371241.085442625, 4246239.7263749065 19371278.94778402, 4246406.964455796 19371210.708534442, 4246517.956163923 19371316.16832862, 4246712.684923021 19370978.88822417)), ((4246088.635251021 19371411.90092606, 4245978.7862679055 19371247.31897754, 4245794.6629803665 19370836.89806374, 4245712.684923021 19370978.88822417, 4245962.684923021 19371411.90092606, 4246088.635251021 19371411.90092606)))",OP_SE,Goteborg,2,543.0,POINT (4246276.4290104555 19371088.028076507),,4246276.4290104555,19371088.028076507
727,"POLYGON ((6836652.7616884615 20252970.563726828, 6836902.7616884615 20252537.551024936, 6836652.7616884615 20252104.538323045, 6836152.7616884615 20252104.538323045, 6835902.7616884615 20252537.551024936, 6836152.7616884615 20252970.563726828, 6836652.7616884615 20252970.563726828))",EF_GR,Thessaloniki,3,1821.0,POINT (6836402.7616884615 20252537.551024936),"['Kalamaria', 'Skg center']",6836402.7616884615,20252537.551024936
491,"POLYGON ((6831402.7616884615 20250805.50021737, 6831652.7616884615 20250372.48751548, 6831402.7616884615 20249939.474813588, 6830902.7616884615 20249939.474813588, 6830652.7616884615 20250372.48751548, 6830902.7616884615 20250805.50021737, 6831402.7616884615 20250805.50021737))",EF_GR,Thessaloniki,3,7264.0,POINT (6831152.76168846 20250372.48751548),"['Evosmos', 'Kalamaria', 'Skg center']",6831152.76168846,20250372.48751548
225,"POLYGON ((6825402.7616884615 20245609.347794674, 6825652.7616884615 20245176.335092783, 6825402.7616884615 20244743.32239089, 6824902.7616884615 20244743.32239089, 6824652.7616884615 20245176.335092783, 6824902.7616884615 20245609.347794674, 6825402.7616884615 20245609.347794674))",EF_GR,Thessaloniki,3,802.0,POINT (6825152.7616884615 20245176.33509278),['Evosmos'],6825152.7616884615,20245176.33509278
961,"POLYGON ((6841902.7616884615 20256001.652640067, 6842152.7616884615 20255568.639938176, 6841902.7616884615 20255135.627236284, 6841402.7616884615 20255135.627236284, 6841152.7616884615 20255568.639938176, 6841402.7616884615 20256001.652640067, 6841902.7616884615 20256001.652640067))",EF_GR,Thessaloniki,3,174.0,POINT (6841652.761688461 20255568.639938176),['Cosmos thermi'],6841652.761688461,20255568.639938176
3024,"POLYGON ((3977147.5340863625 20250711.957523398, 3977397.5340863625 20250278.944821507, 3977147.5340863625 20249845.932119615, 3976647.5340863625 20249845.932119615, 3976397.5340863625 20250278.944821507, 3976647.5340863625 20250711.957523398, 3977147.5340863625 20250711.957523398))",PO_FI,Helsinki,1,2300.0,POINT (3976897.534086363 20250278.944821507),"['Center', 'East']",3976897.534086363,20250278.944821507
3321,"POLYGON ((3981647.5340863625 20237721.576466657, 3981897.5340863625 20237288.563764766, 3981647.5340863625 20236855.551062874, 3981147.5340863625 20236855.551062874, 3980897.5340863625 20237288.563764766, 3981147.5340863625 20237721.576466657, 3981647.5340863625 20237721.576466657))",PO_FI,Helsinki,1,499.0,POINT (3981397.534086363 20237288.563764762),"['Espoo', 'Espoo north']",3981397.534086363,20237288.563764762
2924,"POLYGON ((3975647.5340863625 20255908.109946094, 3975897.5340863625 20255475.097244203, 3975647.5340863625 20255042.08454231, 3975147.5340863625 20255042.08454231, 3974897.5340863625 20255475.097244203, 3975147.5340863625 20255908.109946094, 3975647.5340863625 20255908.109946094))",PO_FI,Helsinki,1,452.0,POINT (3975397.5340863625 20255475.0972442),"['East', 'Center']",3975397.5340863625,20255475.0972442
2802,"POLYGON ((3973397.5340863625 20239886.639976114, 3973647.5340863625 20239453.627274223, 3973397.5340863625 20239020.61457233, 3972897.5340863625 20239020.61457233, 3972647.5340863625 20239453.627274223, 3972897.5340863625 20239886.639976114, 3973397.5340863625 20239886.639976114))",PO_FI,Helsinki,1,278.0,POINT (3973147.534086363 20239453.627274223),,3973147.534086363,20239453.627274223
2127,"POLYGON ((3962897.5340863625 20254609.07184042, 3963147.5340863625 20254176.05913853, 3962897.5340863625 20253743.046436638, 3962397.5340863625 20253743.046436638, 3962147.5340863625 20254176.05913853, 3962397.5340863625 20254609.07184042, 3962897.5340863625 20254609.07184042))",PO_FI,Helsinki,1,696.0,POINT (3962647.5340863625 20254176.05913853),['Malmi'],3962647.5340863625,20254176.05913853
2468,"POLYGON ((3968147.5340863625 20243783.754293136, 3968397.5340863625 20243350.741591245, 3968147.5340863625 20242917.728889354, 3967647.5340863625 20242917.728889354, 3967397.5340863625 20243350.741591245, 3967647.5340863625 20243783.754293136, 3968147.5340863625 20243783.754293136))",PO_FI,Helsinki,1,446.0,POINT (3967897.5340863625 20243350.74159124),"['Malmi', 'Espoo north', 'Myyrmäki']",3967897.5340863625,20243350.74159124
1229,"POLYGON ((3948647.5340863625 20258506.186157443, 3948897.5340863625 20258073.17345555, 3948647.5340863625 20257640.16075366, 3948147.5340863625 20257640.16075366, 3947897.5340863625 20258073.17345555, 3948147.5340863625 20258506.186157443, 3948647.5340863625 20258506.186157443))",PO_FI,Helsinki,1,270.0,POINT (3948397.534086363 20258073.17345555),,3948397.534086363,20258073.17345555
621,"POLYGON ((3938897.5340863625 20256341.122647986, 3939147.5340863625 20255908.109946094, 3938897.5340863625 20255475.097244203, 3938397.5340863625 20255475.097244203, 3938147.5340863625 20255908.109946094, 3938397.5340863625 20256341.122647986, 3938897.5340863625 20256341.122647986))",PO_FI,Helsinki,1,308.0,POINT (3938647.534086363 20255908.109946094),['Järvenpää'],3938647.534086363,20255908.109946094
2505,"POLYGON ((3968897.5340863625 20252877.021032855, 3969147.5340863625 20252444.008330964, 3968897.5340863625 20252010.995629072, 3968397.5340863625 20252010.995629072, 3968147.5340863625 20252444.008330964, 3968397.5340863625 20252877.021032855, 3968897.5340863625 20252877.021032855))",PO_FI,Helsinki,1,479.0,POINT (3968647.534086362 20252444.008330967),['Malmi'],3968647.534086362,20252444.008330967
2951,"POLYGON ((3975647.5340863625 20232525.42404396, 3975897.5340863625 20232092.41134207, 3975647.5340863625 20231659.39864018, 3975147.5340863625 20231659.39864018, 3974897.5340863625 20232092.41134207, 3975147.5340863625 20232525.42404396, 3975647.5340863625 20232525.42404396))",PO_FI,Helsinki,1,235.0,POINT (3975397.5340863625 20232092.41134207),,3975397.5340863625,20232092.41134207
1491,"POLYGON ((3952397.5340863625 20235556.5129572, 3952647.5340863625 20235123.50025531, 3952397.5340863625 20234690.487553418, 3951897.5340863625 20234690.487553418, 3951647.5340863625 20235123.50025531, 3951897.5340863625 20235556.5129572, 3952397.5340863625 20235556.5129572))",PO_FI,Helsinki,1,148.0,POINT (3952147.5340863634 20235123.50025531),,3952147.5340863634,20235123.50025531
2266,"POLYGON ((7579729.894655027 21860506.563031152, 7579979.894655027 21860073.55032926, 7579729.894655027 21859640.53762737, 7579229.894655027 21859640.53762737, 7578979.894655027 21860073.55032926, 7579229.894655027 21860506.563031152, 7579729.894655027 21860506.563031152))",FY_CY,Limassol,2,1489.0,POINT (7579479.894655029 21860073.55032926),"['Limassol central', 'Eastern limassol', 'Cyclists - limassol central']",7579479.894655029,21860073.55032926
2015,"POLYGON ((7576729.894655027 21863104.6392425, 7576979.894655027 21862671.62654061, 7576729.894655027 21862238.613838717, 7576229.894655027 21862238.613838717, 7575979.894655027 21862671.62654061, 7576229.894655027 21863104.6392425, 7576729.894655027 21863104.6392425))",FY_CY,Limassol,2,525.0,POINT (7576479.894655028 21862671.626540612),"['Cyclists - limassol central', 'Limassol central', 'Eastern limassol']",7576479.894655028,21862671.626540612
2206,"POLYGON ((7578979.894655027 21859207.524925478, 7579229.894655027 21858774.512223586, 7578979.894655027 21858341.499521695, 7578479.894655027 21858341.499521695, 7578229.894655027 21858774.512223586, 7578479.894655027 21859207.524925478, 7578979.894655027 21859207.524925478))",FY_CY,Limassol,2,966.0,POINT (7578729.894655028 21858774.512223586),"['Eastern limassol', 'Cyclists - limassol central', 'Limassol central']",7578729.894655028,21858774.512223586
403,"POLYGON ((5467090.4024599595 19577921.63551577, 5467340.4024599595 19577488.62281388, 5467090.4024599595 19577055.61011199, 5466590.4024599595 19577055.61011199, 5466340.4024599595 19577488.62281388, 5466590.4024599595 19577921.63551577, 5467090.4024599595 19577921.63551577))",DJ_CZ,Brno,201,1201.0,POINT (5466840.40245996 19577488.62281388),['Brno'],5466840.40245996,19577488.62281388
565,"POLYGON ((4539608.797953559 19392767.317747347, 4539858.797953559 19392334.305045456, 4539608.797953559 19391901.292343564, 4539108.797953559 19391901.292343564, 4538858.797953559 19392334.305045456, 4539108.797953559 19392767.317747347, 4539608.797953559 19392767.317747347))",OP_SE,Malmo,1,2181.0,POINT (4539358.797953559 19392334.305045456),['Malmo'],4539358.797953559,19392334.305045456
54,"POLYGON ((4529108.797953559 19398829.495573826, 4529358.797953559 19398396.482871935, 4529108.797953559 19397963.470170043, 4528608.797953559 19397963.470170043, 4528395.653815758 19398332.64664605, 4528473.755230352 19398525.28258414, 4528443.441722361 19398543.090180043, 4528608.797953559 19398829.495573826, 4529108.797953559 19398829.495573826))",OP_SE,Malmo,1,52.0,POINT (4528865.051595043 19398395.85206474),['Malmo norra'],4528865.051595043,19398395.85206474
217,"POLYGON ((5769530.141356095 19426096.034030817, 5769780.141356095 19425663.021328926, 5769530.141356095 19425230.008627035, 5769030.141356095 19425230.008627035, 5768780.141356095 19425663.021328926, 5769030.141356095 19426096.034030817, 5769530.141356095 19426096.034030817))",MJM_AT,Graz,2,1940.0,POINT (5769280.141356094 19425663.021328926),"['Graz [of]', 'Graz [3pl]']",5769280.141356094,19425663.021328926
356,"POLYGON ((5774780.141356095 19420466.86890623, 5775030.141356095 19420033.85620434, 5774780.141356095 19419600.843502447, 5774280.141356095 19419600.843502447, 5774030.141356095 19420033.85620434, 5774280.141356095 19420466.86890623, 5774780.141356095 19420466.86890623))",MJM_AT,Graz,2,134.0,POINT (5774530.141356095 19420033.85620434),,5774530.141356095,19420033.85620434
311,"POLYGON ((5773280.141356095 19426529.04673271, 5773530.141356095 19426096.034030817, 5773280.141356095 19425663.021328926, 5772780.141356095 19425663.021328926, 5772530.141356095 19426096.034030817, 5772780.141356095 19426529.04673271, 5773280.141356095 19426529.04673271))",MJM_AT,Graz,2,103.0,POINT (5773030.141356094 19426096.034030817),"['Graz [3pl]', 'Graz [of]']",5773030.141356094,19426096.034030817
279,"POLYGON ((5604945.561346653 19545433.584352016, 5605195.561346653 19545000.571650125, 5604945.561346653 19544567.558948234, 5604445.561346653 19544567.558948234, 5604195.561346653 19545000.571650125, 5604445.561346653 19545433.584352016, 5604945.561346653 19545433.584352016))",MJM_AT,Wien transdanube,257,1745.0,POINT (5604695.561346653 19545000.571650125),['Wien transdanube [3pl]'],5604695.561346653,19545000.571650125
111,"POLYGON ((5734831.591946363 20061064.450230397, 5735081.591946363 20060631.437528506, 5734831.591946363 20060198.424826615, 5734331.591946363 20060198.424826615, 5734081.591946363 20060631.437528506, 5734331.591946363 20061064.450230397, 5734831.591946363 20061064.450230397))",NP_HU,Debrecen,5,2233.0,POINT (5734581.591946363 20060631.43752851),['Debrecen'],5734581.591946363,20060631.43752851
117,"POLYGON ((4022609.782804227 19781940.136058114, 4022859.782804227 19781507.123356223, 4022609.782804227 19781074.11065433, 4022109.782804227 19781074.11065433, 4021859.782804227 19781507.123356223, 4022109.782804227 19781940.136058114, 4022609.782804227 19781940.136058114))",OP_SE,Uppsala,4,2974.0,POINT (4022359.7828042274 19781507.123356223),['Uppsala'],4022359.7828042274,19781507.123356223
5867,"POLYGON ((7752146.236628655 20641396.762244076, 7752396.236628655 20640963.749542184, 7752146.236628655 20640530.736840293, 7751646.236628655 20640530.736840293, 7751396.236628655 20640963.749542184, 7751646.236628655 20641396.762244076, 7752146.236628655 20641396.762244076))",EF_GR,Iraklio crete,13,1436.0,POINT (7751896.236628655 20640963.749542184),['Iraklio crete'],7751896.236628655,20640963.749542184
203,"POLYGON ((7253569.3063780805 20103542.973975405, 7253819.3063780805 20103109.961273514, 7253569.3063780805 20102676.948571622, 7253069.3063780805 20102676.948571622, 7252819.3063780805 20103109.961273514, 7253069.3063780805 20103542.973975405, 7253569.3063780805 20103542.973975405))",EF_GR,Patra,11,691.0,POINT (7253319.30637808 20103109.961273517),['Patra'],7253319.30637808,20103109.961273517
622,"POLYGON ((5388554.944144917 19740192.470250465, 5388804.944144917 19739759.457548574, 5388554.944144917 19739326.444846682, 5388054.944144917 19739326.444846682, 5387804.944144917 19739759.457548574, 5388054.944144917 19740192.470250465, 5388554.944144917 19740192.470250465))",DJ_CZ,Ostrava,222,536.0,POINT (5388304.944144918 19739759.457548574),"['Ostrava vychod/east', 'Ostrava zapad/west']",5388304.944144918,19739759.457548574
598,"POLYGON ((5387804.944144917 19732831.25431831, 5388054.944144917 19732398.24161642, 5387804.944144917 19731965.22891453, 5387304.944144917 19731965.22891453, 5387054.944144917 19732398.24161642, 5387304.944144917 19732831.25431831, 5387804.944144917 19732831.25431831))",DJ_CZ,Ostrava,222,812.0,POINT (5387554.944144918 19732398.241616424),"['Ostrava zapad/west', 'Ostrava vychod/east']",5387554.944144918,19732398.241616424
130,"POLYGON ((3987944.2835745383 18994946.336077563, 3988194.2835745383 18994513.323375672, 3987944.2835745383 18994080.31067378, 3987444.2835745383 18994080.31067378, 3987194.2835745383 18994513.323375672, 3987444.2835745383 18994946.336077563, 3987944.2835745383 18994946.336077563))",FO_NO,Stavanger,3,2379.0,POINT (3987694.2835745383 18994513.323375672),['Stavanger'],3987694.2835745383,18994513.323375672
423,"POLYGON ((3999944.2835745383 18990616.20905865, 4000194.2835745383 18990183.19635676, 3999944.2835745383 18989750.183654867, 3999444.2835745383 18989750.183654867, 3999194.2835745383 18990183.19635676, 3999444.2835745383 18990616.20905865, 3999944.2835745383 18990616.20905865))",FO_NO,Stavanger,3,294.0,POINT (3999694.283574539 18990183.196356762),,3999694.283574539,18990183.196356762
179,"POLYGON ((5931160.798092375 19907045.849692173, 5931410.798092375 19906612.836990282, 5931160.798092375 19906179.82428839, 5930660.798092375 19906179.82428839, 5930410.798092375 19906612.836990282, 5930660.798092375 19907045.849692173, 5931160.798092375 19907045.849692173))",NP_HU,Szeged,7,1987.0,POINT (5930910.7980923755 19906612.836990282),['Szeged'],5930910.7980923755,19906612.836990282
283,"POLYGON ((5225013.679861589 19460432.895402752, 5225263.679861589 19459999.88270086, 5225013.679861589 19459566.86999897, 5224513.679861589 19459566.86999897, 5224263.679861589 19459999.88270086, 5224513.679861589 19460432.895402752, 5225013.679861589 19460432.895402752))",DJ_CZ,Liberec,1,1679.0,POINT (5224763.679861589 19459999.88270086),['Liberec'],5224763.679861589,19459999.88270086
589,"POLYGON ((3814023.797879444 20165615.84867516, 3814273.797879444 20165182.83597327, 3814023.797879444 20164749.82327138, 3813523.797879444 20164749.82327138, 3813273.797879444 20165182.83597327, 3813523.797879444 20165615.84867516, 3814023.797879444 20165615.84867516))",PO_FI,Tampere,3,1197.0,POINT (3813773.7978794435 20165182.835973274),['Tampere'],3813773.7978794435,20165182.835973274
1079,"POLYGON ((3820023.797879444 20170812.001097858, 3820273.797879444 20170378.988395967, 3820023.797879444 20169945.975694075, 3819523.797879444 20169945.975694075, 3819273.797879444 20170378.988395967, 3819523.797879444 20170812.001097858, 3820023.797879444 20170812.001097858))",PO_FI,Tampere,3,989.0,POINT (3819773.7978794435 20170378.988395967),,3819773.7978794435,20170378.988395967
470,"POLYGON ((3812523.797879444 20161285.721656248, 3812773.797879444 20160852.708954357, 3812523.797879444 20160419.696252465, 3812023.797879444 20160419.696252465, 3811773.797879444 20160852.708954357, 3812023.797879444 20161285.721656248, 3812523.797879444 20161285.721656248))",PO_FI,Tampere,3,220.0,POINT (3812273.7978794435 20160852.708954357),,3812273.7978794435,20160852.708954357
916,"POLYGON ((3817773.797879444 20150460.404108964, 3818023.797879444 20150027.391407073, 3817773.797879444 20149594.37870518, 3817273.797879444 20149594.37870518, 3817023.797879444 20150027.391407073, 3817273.797879444 20150460.404108964, 3817773.797879444 20150460.404108964))",PO_FI,Tampere,3,294.0,POINT (3817523.7978794435 20150027.39140707),['Nokia'],3817523.7978794435,20150027.39140707
819,"POLYGON ((3817023.797879444 20181204.30594325, 3817273.797879444 20180771.29324136, 3817023.797879444 20180338.280539468, 3816523.797879444 20180338.280539468, 3816273.797879444 20180771.29324136, 3816523.797879444 20181204.30594325, 3817023.797879444 20181204.30594325))",PO_FI,Tampere,3,118.0,POINT (3816773.797879444 20180771.29324136),,3816773.797879444,20180771.29324136
97,"POLYGON ((7005641.654481871 20188878.926283095, 7005891.654481871 20188445.913581204, 7005641.654481871 20188012.900879312, 7005141.654481871 20188012.900879312, 7004891.654481871 20188445.913581204, 7005141.654481871 20188878.926283095, 7005641.654481871 20188878.926283095))",EF_GR,Larisa,2,2835.0,POINT (7005391.654481871 20188445.913581207),['Larisa'],7005391.654481871,20188445.913581207
163,"POLYGON ((5347145.976043709 19283978.264455706, 5347395.976043709 19283545.251753815, 5347145.976043709 19283112.239051923, 5346645.976043709 19283112.239051923, 5346395.976043709 19283545.251753815, 5346645.976043709 19283978.264455706, 5347145.976043709 19283978.264455706))",DJ_CZ,Plzen,216,1389.0,POINT (5346895.976043709 19283545.251753815),['Plzen'],5346895.976043709,19283545.251753815
121,"POLYGON ((5473100.299960905 19370086.230577238, 5473350.299960905 19369653.217875347, 5473100.299960905 19369220.205173455, 5472600.299960905 19369220.205173455, 5472350.299960905 19369653.217875347, 5472600.299960905 19370086.230577238, 5473100.299960905 19370086.230577238))",DJ_CZ,Ceske budejovice,215,1696.0,POINT (5472850.299960905 19369653.217875347),['Ceske budejovice'],5472850.299960905,19369653.217875347
900,"POLYGON ((3952223.4047294385 20077403.836895548, 3952473.4047294385 20076970.824193656, 3952223.4047294385 20076537.811491765, 3951723.4047294385 20076537.811491765, 3951473.4047294385 20076970.824193656, 3951723.4047294385 20077403.836895548, 3952223.4047294385 20077403.836895548))",PO_FI,Turku,2,1404.0,POINT (3951973.4047294385 20076970.824193653),['Turku'],3951973.4047294385,20076970.824193653
564,"POLYGON ((3946973.4047294385 20071774.67177096, 3947223.4047294385 20071341.65906907, 3946973.4047294385 20070908.646367177, 3946473.4047294385 20070908.646367177, 3946223.4047294385 20071341.65906907, 3946473.4047294385 20071774.67177096, 3946973.4047294385 20071774.67177096))",PO_FI,Turku,2,353.0,POINT (3946723.4047294385 20071341.65906907),,3946723.4047294385,20071341.65906907
1235,"POLYGON ((3957473.4047294385 20084765.0528277, 3957723.4047294385 20084332.04012581, 3957473.4047294385 20083899.02742392, 3956973.4047294385 20083899.02742392, 3956723.4047294385 20084332.04012581, 3956973.4047294385 20084765.0528277, 3957473.4047294385 20084765.0528277))",PO_FI,Turku,2,251.0,POINT (3957223.4047294385 20084332.04012581),['Kaarina'],3957223.4047294385,20084332.04012581
670,"POLYGON ((3948473.4047294385 20064846.4685407, 3948723.4047294385 20064413.455838807, 3948473.4047294385 20063980.443136916, 3947973.4047294385 20063980.443136916, 3947723.4047294385 20064413.455838807, 3947973.4047294385 20064846.4685407, 3948473.4047294385 20064846.4685407))",PO_FI,Turku,2,126.0,POINT (3948223.4047294385 20064413.455838807),,3948223.4047294385,20064413.455838807
327,"POLYGON ((3805882.3836250505 19025250.007374004, 3806132.3836250505 19024816.994672112, 3805882.3836250505 19024383.98197022, 3805382.3836250505 19024383.98197022, 3805132.3836250505 19024816.994672112, 3805382.3836250505 19025250.007374004, 3805882.3836250505 19025250.007374004))",FO_NO,Bergen,2,2031.0,POINT (3805632.3836250505 19024816.994672112),['Bergen'],3805632.3836250505,19024816.994672112
672,"POLYGON ((3818632.3836250505 19021352.89305698, 3818882.3836250505 19020919.88035509, 3818632.3836250505 19020486.8676532, 3818132.3836250505 19020486.8676532, 3817882.3836250505 19020919.88035509, 3818132.3836250505 19021352.89305698, 3818632.3836250505 19021352.89305698))",FO_NO,Bergen,2,189.0,POINT (3818382.3836250505 19020919.88035509),['Nesttun'],3818382.3836250505,19020919.88035509
106,"POLYGON ((3797632.3836250505 19026549.045479678, 3797882.3836250505 19026116.032777786, 3797632.3836250505 19025683.020075895, 3797132.3836250505 19025683.020075895, 3796882.3836250505 19026116.032777786, 3797132.3836250505 19026549.045479678, 3797632.3836250505 19026549.045479678))",FO_NO,Bergen,2,216.0,POINT (3797382.3836250505 19026116.032777786),,3797382.3836250505,19026116.032777786
492,"POLYGON ((3811882.3836250505 19020919.88035509, 3812132.3836250505 19020486.8676532, 3811882.3836250505 19020053.854951307, 3811382.3836250505 19020053.854951307, 3811132.3836250505 19020486.8676532, 3811382.3836250505 19020919.88035509, 3811882.3836250505 19020919.88035509))",FO_NO,Bergen,2,137.0,POINT (3811632.38362505 19020486.8676532),['Fyllingsdalen'],3811632.38362505,19020486.8676532
827,"POLYGON ((7507209.985436991 21926960.228346877, 7507459.985436991 21926527.215644985, 7507209.985436991 21926094.202943094, 7506709.985436991 21926094.202943094, 7506459.985436991 21926527.215644985, 7506709.985436991 21926960.228346877, 7507209.985436991 21926960.228346877))",FY_CY,Larnaca,4,506.0,POINT (7506959.985436991 21926527.21564499),"['Larnaca central', 'Cyclists - larnaca central']",7506959.985436991,21926527.21564499
377,"POLYGON ((7495209.985436991 21928692.279154442, 7495459.985436991 21928259.26645255, 7495209.985436991 21927826.25375066, 7494709.985436991 21927826.25375066, 7494459.985436991 21928259.26645255, 7494709.985436991 21928692.279154442, 7495209.985436991 21928692.279154442))",FY_CY,Larnaca,4,141.0,POINT (7494959.985436991 21928259.266452547),"['Oroklini', 'Larnaca central']",7494959.985436991,21928259.266452547
89,"POLYGON ((3515624.708296275 19413656.7917163, 3515874.708296275 19413223.77901441, 3515624.708296275 19412790.766312517, 3515124.708296275 19412790.766312517, 3514874.708296275 19413223.77901441, 3515124.708296275 19413656.7917163, 3515624.708296275 19413656.7917163))",FO_NO,Trondheim,200,1205.0,POINT (3515374.708296275 19413223.779014412),['Trondheim'],3515374.708296275,19413223.779014412
335,"POLYGON ((3524624.708296275 19408460.639293604, 3524874.708296275 19408027.626591712, 3524624.708296275 19407594.61388982, 3524124.708296275 19407594.61388982, 3523874.708296275 19408027.626591712, 3524124.708296275 19408460.639293604, 3524624.708296275 19408460.639293604))",FO_NO,Trondheim,200,313.0,POINT (3524374.7082962757 19408027.626591712),['Heimdal'],3524374.7082962757,19408027.626591712
178,"POLYGON ((5701517.770973781 19659799.609936185, 5701767.770973781 19659366.597234294, 5701517.770973781 19658933.584532402, 5701017.770973781 19658933.584532402, 5700767.770973781 19659366.597234294, 5701017.770973781 19659799.609936185, 5701517.770973781 19659799.609936185))",NP_HU,Gyor,3,1988.0,POINT (5701267.770973781 19659366.59723429),['Gyor'],5701267.770973781,19659366.59723429
452,"POLYGON ((5570384.272542322 19336397.023908697, 5570634.272542322 19335964.011206806, 5570384.272542322 19335530.998504914, 5569884.272542322 19335530.998504914, 5569634.272542322 19335964.011206806, 5569884.272542322 19336397.023908697, 5570384.272542322 19336397.023908697))",MJM_AT,Linz,204,811.0,POINT (5570134.272542322 19335964.011206802),"['Linz mjam [of]', 'Linz_car [of]']",5570134.272542322,19335964.011206802
688,"POLYGON ((5577134.272542322 19334231.96039924, 5577384.272542322 19333798.94769735, 5577134.272542322 19333365.934995458, 5576634.272542322 19333365.934995458, 5576384.272542322 19333798.94769735, 5576634.272542322 19334231.96039924, 5577134.272542322 19334231.96039924))",MJM_AT,Linz,204,152.0,POINT (5576884.272542322 19333798.94769735),,5576884.272542322,19333798.94769735
257,"POLYGON ((5666250.951445833 19022330.500277806, 5666500.951445833 19021897.487575915, 5666250.951445833 19021464.474874023, 5665750.951445833 19021464.474874023, 5665500.951445833 19021897.487575915, 5665750.951445833 19022330.500277806, 5666250.951445833 19022330.500277806))",MJM_AT,Innsbruck,201,1337.0,POINT (5666000.951445833 19021897.487575915),"['Innsbruck [of]', 'Innsbruck_car']",5666000.951445833,19021897.487575915
188,"POLYGON ((5339167.953522668 19512324.239756815, 5339417.953522668 19511891.227054924, 5339167.953522668 19511458.214353032, 5338667.953522668 19511458.214353032, 5338417.953522668 19511891.227054924, 5338667.953522668 19512324.239756815, 5339167.953522668 19512324.239756815))",DJ_CZ,Pardubice,213,1461.0,POINT (5338917.953522668 19511891.227054924),['Pardubice'],5338917.953522668,19511891.227054924
