cell,hexagon_geometry,entity_id,city_name,city_id,orders,scraping_point_hex_centroid,zone_name,longitude,latitude
97,"POLYGON ((4081399.0174097964 19615670.511626594, 4081649.0174097964 19615237.498924702, 4081399.0174097964 19614804.48622281, 4080899.0174097964 19614804.48622281, 4080649.0174097964 19615237.498924702, 4080899.0174097964 19615670.511626594, 4081399.0174097964 19615670.511626594))",OP_SE,Orebro,203,1523.0,POINT (4081149.0174097964 19615237.498924702),['Orebro'],4081149.0174097964,19615237.498924702
151,"POLYGON ((4046704.489435281 19707939.38267246, 4046954.489435281 19707506.369970568, 4046704.489435281 19707073.357268676, 4046204.489435281 19707073.357268676, 4045954.489435281 19707506.369970568, 4046204.489435281 19707939.38267246, 4046704.489435281 19707939.38267246))",OP_SE,Vasteras,12,1168.0,POINT (4046454.4894352816 19707506.369970568),['Vasteras'],4046454.4894352816,19707506.369970568
262,"POLYGON ((5416042.658195517 19645666.86561889, 5416292.658195517 19645233.852916997, 5416042.658195517 19644800.840215106, 5415542.658195517 19644800.840215106, 5415292.658195517 19645233.852916997, 5415542.658195517 19645666.86561889, 5416042.658195517 19645666.86561889))",DJ_CZ,Olomouc,221,819.0,POINT (5415792.658195517 19645233.852916997),['Olomouc'],5415792.658195517,19645233.852916997
361,"POLYGON ((3371845.843635892 20229943.810869556, 3372095.843635892 20229510.798167665, 3371845.843635892 20229077.785465773, 3371345.843635892 20229077.785465773, 3371095.843635892 20229510.798167665, 3371345.843635892 20229943.810869556, 3371845.843635892 20229943.810869556))",PO_FI,Oulu,202,1213.0,POINT (3371595.8436358925 20229510.798167665),['Oulu'],3371595.8436358925,20229510.798167665
562,"POLYGON ((3378595.843635892 20234706.95059036, 3378845.843635892 20234273.93788847, 3378595.843635892 20233840.92518658, 3378095.843635892 20233840.92518658, 3377845.843635892 20234273.93788847, 3378095.843635892 20234706.95059036, 3378595.843635892 20234706.95059036))",PO_FI,Oulu,202,98.0,POINT (3378345.843635892 20234273.93788847),,3378345.843635892,20234273.93788847
2518,"POLYGON ((5626752.042705192 19613046.91565536, 5627002.042705192 19612613.90295347, 5626752.042705192 19612180.890251577, 5626252.042705192 19612180.890251577, 5626002.042705192 19612613.90295347, 5626252.042705192 19613046.91565536, 5626752.042705192 19613046.91565536))",FP_SK,Bratislava,3,423.0,POINT (5626502.042705192 19612613.90295347),['Bratislava center'],5626502.042705192,19612613.90295347
309071,"POLYGON ((5226971.9568116665 19344926.896277525, 5227221.9568116665 19344493.883575633, 5226971.9568116665 19344060.87087374, 5226471.9568116665 19344060.87087374, 5226221.9568116665 19344493.883575633, 5226471.9568116665 19344926.896277525, 5226971.9568116665 19344926.896277525))",DJ_CZ,Teplice,203,917.0,POINT (5226721.9568116665 19344493.883575633),['Teplice'],5226721.9568116665,19344493.883575633
167,"POLYGON ((3526495.9258557167 19958822.80429516, 3526745.9258557167 19958389.79159327, 3526495.9258557167 19957956.778891377, 3525995.9258557167 19957956.778891377, 3525745.9258557167 19958389.79159327, 3525995.9258557167 19958822.80429516, 3526495.9258557167 19958822.80429516))",OP_SE,Umea,11,698.0,POINT (3526245.9258557167 19958389.79159327),['Umea'],3526245.9258557167,19958389.79159327
54,"POLYGON ((4474592.744662717 19379283.675337687, 4474842.744662717 19378850.662635796, 4474592.744662717 19378417.649933904, 4474092.744662717 19378417.649933904, 4473842.744662717 19378850.662635796, 4474092.744662717 19379283.675337687, 4474592.744662717 19379283.675337687))",OP_SE,Helsingborg,202,1648.0,POINT (4474342.744662716 19378850.662635796),['Helsingborg'],4474342.744662716,19378850.662635796
203,"POLYGON ((4177103.070979121 19671796.49672364, 4177353.070979121 19671363.48402175, 4177103.070979121 19670930.471319858, 4176603.070979121 19670930.471319858, 4176353.070979121 19671363.48402175, 4176603.070979121 19671796.49672364, 4177103.070979121 19671796.49672364))",OP_SE,Norrkoping,13,1675.0,POINT (4176853.0709791207 19671363.48402175),['Norrkoping'],4176853.0709791207,19671363.48402175
128,"POLYGON ((7004646.059598928 19978427.065822944, 7004896.059598928 19977994.053121053, 7004646.059598928 19977561.04041916, 7004146.059598928 19977561.04041916, 7003896.059598928 19977994.053121053, 7004146.059598928 19978427.065822944, 7004646.059598928 19978427.065822944))",EF_GR,Ioannina,15,1779.0,POINT (7004396.059598927 19977994.053121053),['Ioannina'],7004396.059598927,19977994.053121053
207,"POLYGON ((5948029.361574937 19702235.70696217, 5948279.361574937 19701802.694260277, 5948029.361574937 19701369.681558385, 5947529.361574937 19701369.681558385, 5947279.361574937 19701802.694260277, 5947529.361574937 19702235.70696217, 5948029.361574937 19702235.70696217))",NP_HU,Pecs,4,732.0,POINT (5947779.361574937 19701802.694260277),['Pecs'],5947779.361574937,19701802.694260277
66,"POLYGON ((4195388.701874211 19630056.55241435, 4195638.701874211 19629623.53971246, 4195388.701874211 19629190.527010567, 4194888.701874211 19629190.527010567, 4194638.701874211 19629623.53971246, 4194888.701874211 19630056.55241435, 4195388.701874211 19630056.55241435))",OP_SE,Linkoping,14,1134.0,POINT (4195138.7018742105 19629623.53971246),['Linkoping'],4195138.7018742105,19629623.53971246
145,"POLYGON ((5303234.284455895 19362515.19938755, 5303484.284455895 19362082.18668566, 5303234.284455895 19361649.173983768, 5302734.284455895 19361649.173983768, 5302484.284455895 19362082.18668566, 5302734.284455895 19362515.19938755, 5303234.284455895 19362515.19938755))",DJ_CZ,Kladno,223,1073.0,POINT (5302984.284455895 19362082.186685663),['Kladno'],5302984.284455895,19362082.186685663
170,"POLYGON ((5779411.328831464 19731808.514763944, 5779661.328831464 19731375.502062052, 5779411.328831464 19730942.48936016, 5778911.328831464 19730942.48936016, 5778661.328831464 19731375.502062052, 5778911.328831464 19731808.514763944, 5779411.328831464 19731808.514763944))",NP_HU,Szekesfehervar,6,1331.0,POINT (5779161.328831465 19731375.502062052),['Szekesfehervar'],5779161.328831465,19731375.502062052
120,"POLYGON ((5313443.325646908 19520528.242180683, 5313693.325646908 19520095.22947879, 5313443.325646908 19519662.2167769, 5312943.325646908 19519662.2167769, 5312693.325646908 19520095.22947879, 5312943.325646908 19520528.242180683, 5313443.325646908 19520528.242180683))",DJ_CZ,Hradec kralove,200,916.0,POINT (5313193.325646908 19520095.22947879),['Hradec kralove'],5313193.325646908,19520095.22947879
83,"POLYGON ((7049659.105902589 20262014.378959425, 7049909.105902589 20261581.366257533, 7049659.105902589 20261148.353555642, 7049159.105902589 20261148.353555642, 7048909.105902589 20261581.366257533, 7049159.105902589 20262014.378959425, 7049659.105902589 20262014.378959425))",EF_GR,Volos,9,1322.0,POINT (7049409.105902589 20261581.36625753),['Volos'],7049409.105902589,20261581.36625753
66,"POLYGON ((5270999.529820983 19440439.576961003, 5271249.529820983 19440006.564259112, 5270999.529820983 19439573.55155722, 5270499.529820983 19439573.55155722, 5270249.529820983 19440006.564259112, 5270499.529820983 19440439.576961003, 5270999.529820983 19440439.576961003))",DJ_CZ,Mlada boleslav,229,1597.0,POINT (5270749.529820984 19440006.56425911),['Mlada boleslav'],5270749.529820984,19440006.56425911
472,"POLYGON ((4523744.565156167 19359476.037031822, 4523994.565156167 19359043.02432993, 4523744.565156167 19358610.01162804, 4523244.565156167 19358610.01162804, 4522994.565156167 19359043.02432993, 4523244.565156167 19359476.037031822, 4523744.565156167 19359476.037031822))",HN_DK,Copenhagen,1,393.0,POINT (4523494.565156167 19359043.02432993),['Center copenhagen'],4523494.565156167,19359043.02432993
169,"POLYGON ((4260237.675834269 19434832.787415516, 4260487.675834269 19434399.774713624, 4260237.675834269 19433966.762011733, 4259737.675834269 19433966.762011733, 4259487.675834269 19434399.774713624, 4259737.675834269 19434832.787415516, 4260237.675834269 19434832.787415516))",OP_SE,Boras,205,1233.0,POINT (4259987.67583427 19434399.774713624),['Boras'],4259987.67583427,19434399.774713624
136,"POLYGON ((5226734.705269032 19366178.51065713, 5226984.705269032 19365745.49795524, 5226734.705269032 19365312.48525335, 5226234.705269032 19365312.48525335, 5225984.705269032 19365745.49795524, 5226234.705269032 19366178.51065713, 5226734.705269032 19366178.51065713))",DJ_CZ,Usti nad labem,220,741.0,POINT (5226484.705269033 19365745.497955237),['Usti nad labem '],5226484.705269033,19365745.497955237
173,"POLYGON ((4266176.406158866 19519436.606579497, 4266426.406158866 19519003.593877606, 4266176.406158866 19518570.581175715, 4265676.406158866 19518570.581175715, 4265426.406158866 19519003.593877606, 4265676.406158866 19519436.606579497, 4266176.406158866 19519436.606579497))",OP_SE,Jonkoping,209,1765.0,POINT (4265926.406158866 19519003.593877606),['Jonkoping'],4265926.406158866,19519003.593877606
288,"POLYGON ((3711918.9267195743 20276448.83684288, 3712168.9267195743 20276015.82414099, 3711918.9267195743 20275582.811439097, 3711418.9267195743 20275582.811439097, 3711168.9267195743 20276015.82414099, 3711418.9267195743 20276448.83684288, 3711918.9267195743 20276448.83684288))",PO_FI,Jyvaskyla,200,942.0,POINT (3711668.9267195743 20276015.82414099),['Jyvaskyla'],3711668.9267195743,20276015.82414099
164,"POLYGON ((5829100.375162949 19861800.393282153, 5829350.375162949 19861367.38058026, 5829100.375162949 19860934.36787837, 5828600.375162949 19860934.36787837, 5828350.375162949 19861367.38058026, 5828600.375162949 19861800.393282153, 5829100.375162949 19861800.393282153))",NP_HU,Kecskemet,17,1174.0,POINT (5828850.37516295 19861367.38058026),['Kecskemet'],5828850.37516295,19861367.38058026
190,"POLYGON ((5651289.067091643 19977599.854208916, 5651539.067091643 19977166.841507025, 5651289.067091643 19976733.828805134, 5650789.067091643 19976733.828805134, 5650539.067091643 19977166.841507025, 5650789.067091643 19977599.854208916, 5651289.067091643 19977599.854208916))",NP_HU,Miskolc,8,1042.0,POINT (5651039.067091642 19977166.841507025),['Miskolc'],5651039.067091642,19977166.841507025
100,"POLYGON ((5759185.963979907 19549671.667502925, 5759435.963979907 19549238.654801033, 5759185.963979907 19548805.642099142, 5758685.963979907 19548805.642099142, 5758435.963979907 19549238.654801033, 5758685.963979907 19549671.667502925, 5759185.963979907 19549671.667502925))",NP_HU,Szombathely,15,852.0,POINT (5758935.963979906 19549238.654801033),,5758935.963979906,19549238.654801033
385,"POLYGON ((7595093.598889303 21765580.634607006, 7595343.598889303 21765147.621905115, 7595093.598889303 21764714.609203223, 7594593.598889303 21764714.609203223, 7594343.598889303 21765147.621905115, 7594593.598889303 21765580.634607006, 7595093.598889303 21765580.634607006))",FY_CY,Paphos,11,384.0,POINT (7594843.598889304 21765147.621905115),"['Paphos central', 'Cyclists - paphos central']",7594843.598889304,21765147.621905115
314,"POLYGON ((7737479.168823141 20466132.147178978, 7737729.168823141 20465699.134477086, 7737479.168823141 20465266.121775195, 7736979.168823141 20465266.121775195, 7736729.168823141 20465699.134477086, 7736979.168823141 20466132.147178978, 7737479.168823141 20466132.147178978))",EF_GR,Chania crete,20,272.0,POINT (7737229.168823141 20465699.134477086),,7737229.168823141,20465699.134477086
515,"POLYGON ((4044802.696690853 19336216.165443555, 4045052.696690853 19335783.152741663, 4044802.696690853 19335350.14003977, 4044302.696690853 19335350.14003977, 4044052.696690853 19335783.152741663, 4044302.696690853 19336216.165443555, 4044802.696690853 19336216.165443555))",FO_NO,Fredrikstad,205,461.0,POINT (4044552.6966908528 19335783.152741667),['Fredrikstad'],4044552.6966908528,19335783.152741667
239,"POLYGON ((4038052.696690853 19348773.533798404, 4038302.696690853 19348340.521096513, 4038052.696690853 19347907.50839462, 4037552.696690853 19347907.50839462, 4037302.696690853 19348340.521096513, 4037552.696690853 19348773.533798404, 4038052.696690853 19348773.533798404))",FO_NO,Fredrikstad,205,304.0,POINT (4037802.6966908537 19348340.521096513),['Sarpsborg'],4037802.6966908537,19348340.521096513
62,"POLYGON ((4526157.742913338 19407729.37027821, 4526407.742913338 19407296.357576318, 4526157.742913338 19406863.344874427, 4525657.742913338 19406863.344874427, 4525407.742913338 19407296.357576318, 4525657.742913338 19407729.37027821, 4526157.742913338 19407729.37027821))",OP_SE,Lund,201,606.0,POINT (4525907.742913337 19407296.357576318),['Lund'],4525907.742913337,19407296.357576318
220,"POLYGON ((5396158.151345477 19756502.6733682, 5396408.151345477 19756069.66066631, 5396158.151345477 19755636.647964418, 5395658.151345477 19755636.647964418, 5395408.151345477 19756069.66066631, 5395658.151345477 19756502.6733682, 5396158.151345477 19756502.6733682))",DJ_CZ,Havirov,235,835.0,POINT (5395908.151345478 19756069.66066631),['Havirov'],5395908.151345478,19756069.66066631
157,"POLYGON ((7470040.15978288 20162096.378488824, 7470290.15978288 20161663.365786932, 7470040.15978288 20161230.35308504, 7469540.15978288 20161230.35308504, 7469290.15978288 20161663.365786932, 7469540.15978288 20162096.378488824, 7470040.15978288 20162096.378488824))",EF_GR,Kalamata,18,1001.0,POINT (7469790.159782879 20161663.365786932),['Kalamata'],7469790.159782879,20161663.365786932
234,"POLYGON ((4028081.850579344 19249402.191940475, 4028331.850579344 19248969.179238584, 4028081.850579344 19248536.166536693, 4027581.850579344 19248536.166536693, 4027331.850579344 19248969.179238584, 4027581.850579344 19249402.191940475, 4028081.850579344 19249402.191940475))",FO_NO,Skien og porsgrunn,212,264.0,POINT (4027831.850579344 19248969.179238584),['Skien og porsgrunn'],4027831.850579344,19248969.179238584
147,"POLYGON ((4132576.625436281 19110700.29658317, 4132826.625436281 19110267.283881277, 4132576.625436281 19109834.271179385, 4132076.625436281 19109834.271179385, 4131826.625436281 19110267.283881277, 4132076.625436281 19110700.29658317, 4132576.625436281 19110700.29658317))",FO_NO,Kristiansand,201,1377.0,POINT (4132326.6254362813 19110267.28388128),['Kristiansand'],4132326.6254362813,19110267.28388128
201,"POLYGON ((5672052.463994883 20070452.991263896, 5672302.463994883 20070019.978562005, 5672052.463994883 20069586.965860114, 5671552.463994883 20069586.965860114, 5671302.463994883 20070019.978562005, 5671552.463994883 20070452.991263896, 5672052.463994883 20070452.991263896))",NP_HU,Nyiregyhaza,13,608.0,POINT (5671802.463994883 20070019.978562005),['Nyiregyhaza'],5671802.463994883,20070019.978562005
598,"POLYGON ((3915778.5178862014 19757226.957815427, 3916028.5178862014 19756793.945113536, 3915778.5178862014 19756360.932411645, 3915278.5178862014 19756360.932411645, 3915028.5178862014 19756793.945113536, 3915278.5178862014 19757226.957815427, 3915778.5178862014 19757226.957815427))",OP_SE,Gavle,207,723.0,POINT (3915528.5178862014 19756793.94511354),['Gavle'],3915528.5178862014,19756793.94511354
878,"POLYGON ((3920278.5178862014 19732978.24650951, 3920528.5178862014 19732545.23380762, 3920278.5178862014 19732112.22110573, 3919778.5178862014 19732112.22110573, 3919528.5178862014 19732545.23380762, 3919778.5178862014 19732978.24650951, 3920278.5178862014 19732978.24650951))",OP_SE,Gavle,207,417.0,POINT (3920028.5178862014 19732545.23380762),,3920028.5178862014,19732545.23380762
140,"POLYGON ((7462961.912467367 21971589.378837895, 7463211.912467367 21971156.366136003, 7462961.912467367 21970723.353434112, 7462461.912467367 21970723.353434112, 7462211.912467367 21971156.366136003, 7462461.912467367 21971589.378837895, 7462961.912467367 21971589.378837895))",FY_CY,Ammochostos,12,226.0,POINT (7462711.912467365 21971156.366136007),,7462711.912467365,21971156.366136007
111,"POLYGON ((5620178.339043052 19201991.490702882, 5620428.339043052 19201558.47800099, 5620178.339043052 19201125.4652991, 5619678.339043052 19201125.4652991, 5619428.339043052 19201558.47800099, 5619678.339043052 19201991.490702882, 5620178.339043052 19201991.490702882))",MJM_AT,Salzburg,200,666.0,POINT (5619928.339043052 19201558.478000995),['Salzburg [of]'],5619928.339043052,19201558.478000995
289623,"POLYGON ((5212172.084125465 19384950.052597858, 5212422.084125465 19384517.039895967, 5212172.084125465 19384084.027194075, 5211672.084125465 19384084.027194075, 5211422.084125465 19384517.039895967, 5211672.084125465 19384950.052597858, 5212172.084125465 19384950.052597858))",DJ_CZ,Decin,209,827.0,POINT (5211922.084125465 19384517.039895967),['Decin'],5211922.084125465,19384517.039895967
233,"POLYGON ((5474835.389060406 19670978.775616616, 5475085.389060406 19670545.762914725, 5474835.389060406 19670112.750212833, 5474335.389060406 19670112.750212833, 5474085.389060406 19670545.762914725, 5474335.389060406 19670978.775616616, 5474835.389060406 19670978.775616616))",DJ_CZ,Zlin,205,106.0,POINT (5474585.389060406 19670545.762914725),,5474585.389060406,19670545.762914725
143,"POLYGON ((5472585.389060406 19679206.016952552, 5472835.389060406 19678773.00425066, 5472585.389060406 19678339.99154877, 5472085.389060406 19678339.99154877, 5471835.389060406 19678773.00425066, 5472085.389060406 19679206.016952552, 5472585.389060406 19679206.016952552))",DJ_CZ,Zlin,205,646.0,POINT (5472335.389060406 19678773.00425066),['Zlin'],5472335.389060406,19678773.00425066
61,"POLYGON ((4106403.089812587 19774401.744231142, 4106653.089812587 19773968.73152925, 4106403.089812587 19773535.71882736, 4105903.089812587 19773535.71882736, 4105653.089812587 19773968.73152925, 4105903.089812587 19774401.744231142, 4106403.089812587 19774401.744231142))",OP_SE,Sodertalje,220,1268.0,POINT (4106153.089812587 19773968.73152925),['Sodertalje'],4106153.089812587,19773968.73152925
133,"POLYGON ((4389443.551120235 19549284.95062942, 4389693.551120235 19548851.93792753, 4389443.551120235 19548418.925225638, 4388943.551120235 19548418.925225638, 4388693.551120235 19548851.93792753, 4388943.551120235 19549284.95062942, 4389443.551120235 19549284.95062942))",OP_SE,Vaxjo,212,712.0,POINT (4389193.551120235 19548851.937927533),['Vaxjo'],4389193.551120235,19548851.937927533
217,"POLYGON ((3310423.3827454117 20056921.143240776, 3310673.3827454117 20056488.130538885, 3310423.3827454117 20056055.117836993, 3309923.3827454117 20056055.117836993, 3309673.3827454117 20056488.130538885, 3309923.3827454117 20056921.143240776, 3310423.3827454117 20056921.143240776))",OP_SE,Lulea,213,904.0,POINT (3310173.3827454117 20056488.130538885),['Lulea'],3310173.3827454117,20056488.130538885
191,"POLYGON ((5560114.460325026 20021790.687316574, 5560364.460325026 20021357.674614683, 5560114.460325026 20020924.66191279, 5559614.460325026 20020924.66191279, 5559364.460325026 20021357.674614683, 5559614.460325026 20021790.687316574, 5560114.460325026 20021790.687316574))",FP_SK,Kosice,8,296.0,POINT (5559864.460325026 20021357.674614687),['Kosice'],5559864.460325026,20021357.674614687
819,"POLYGON ((3928827.6954859155 19647108.231992364, 3929077.6954859155 19646675.219290473, 3928827.6954859155 19646242.20658858, 3928327.6954859155 19646242.20658858, 3928077.6954859155 19646675.219290473, 3928327.6954859155 19647108.231992364, 3928827.6954859155 19647108.231992364))",OP_SE,Borlange,218,625.0,POINT (3928577.695485915 19646675.219290473),['Borlange'],3928577.695485915,19646675.219290473
176,"POLYGON ((3914577.6954859155 19661397.65115478, 3914827.6954859155 19660964.638452888, 3914577.6954859155 19660531.625750996, 3914077.6954859155 19660531.625750996, 3913827.6954859155 19660964.638452888, 3914077.6954859155 19661397.65115478, 3914577.6954859155 19661397.65115478))",OP_SE,Borlange,218,463.0,POINT (3914327.695485915 19660964.63845289),['Falun'],3914327.695485915,19660964.63845289
49,"POLYGON ((5427495.374981843 19483762.004246764, 5427745.374981843 19483328.991544873, 5427495.374981843 19482895.97884298, 5426995.374981843 19482895.97884298, 5426745.374981843 19483328.991544873, 5426995.374981843 19483762.004246764, 5427495.374981843 19483762.004246764))",DJ_CZ,Jihlava,208,729.0,POINT (5427245.374981843 19483328.991544873),['Jihlava'],5427245.374981843,19483328.991544873
43,"POLYGON ((5788607.91967178 19679831.258831732, 5788857.91967178 19679398.24612984, 5788607.91967178 19678965.23342795, 5788107.91967178 19678965.23342795, 5787857.91967178 19679398.24612984, 5788107.91967178 19679831.258831732, 5788607.91967178 19679831.258831732))",NP_HU,Veszprem,14,982.0,POINT (5788357.91967178 19679398.246129844),,5788357.91967178,19679398.246129844
65,"POLYGON ((5690783.744777011 19552617.64204653, 5691033.744777011 19552184.62934464, 5690783.744777011 19551751.616642747, 5690283.744777011 19551751.616642747, 5690033.744777011 19552184.62934464, 5690283.744777011 19552617.64204653, 5690783.744777011 19552617.64204653))",NP_HU,Sopron,26,858.0,POINT (5690533.744777011 19552184.62934464),['Sopron'],5690533.744777011,19552184.62934464
172,"POLYGON ((4424265.363296725 19199603.718692772, 4424515.363296725 19199170.70599088, 4424265.363296725 19198737.69328899, 4423765.363296725 19198737.69328899, 4423515.363296725 19199170.70599088, 4423765.363296725 19199603.718692772, 4424265.363296725 19199603.718692772))",HN_DK,Aarhus,2,716.0,POINT (4424015.363296725 19199170.705990877),['Aarhus'],4424015.363296725,19199170.705990877
74,"POLYGON ((3413076.4169602515 19995983.08196315, 3413326.4169602515 19995550.06926126, 3413076.4169602515 19995117.05655937, 3412576.4169602515 19995117.05655937, 3412326.4169602515 19995550.06926126, 3412576.4169602515 19995983.08196315, 3413076.4169602515 19995983.08196315))",OP_SE,Skelleftea,224,713.0,POINT (3412826.4169602524 19995550.06926126),['Skelleftea'],3412826.4169602524,19995550.06926126
80,"POLYGON ((5244316.948547014 19326463.388247617, 5244566.948547014 19326030.375545725, 5244316.948547014 19325597.362843834, 5243816.948547014 19325597.362843834, 5243566.948547014 19326030.375545725, 5243816.948547014 19326463.388247617, 5244316.948547014 19326463.388247617))",DJ_CZ,Most,232,716.0,POINT (5244066.948547015 19326030.375545725),['Most'],5244066.948547015,19326030.375545725
135,"POLYGON ((4053696.980781751 19507006.14205137, 4053946.980781751 19506573.129349478, 4053696.980781751 19506140.116647586, 4053196.980781751 19506140.116647586, 4052946.980781751 19506573.129349478, 4053196.980781751 19507006.14205137, 4053696.980781751 19507006.14205137))",OP_SE,Karlstad,214,805.0,POINT (4053446.9807817517 19506573.129349474),['Karlstad'],4053446.9807817517,19506573.129349474
98,"POLYGON ((4395347.479798118 19406078.173248023, 4395597.479798118 19405645.16054613, 4395347.479798118 19405212.14784424, 4394847.479798118 19405212.14784424, 4394597.479798118 19405645.16054613, 4394847.479798118 19406078.173248023, 4395347.479798118 19406078.173248023))",OP_SE,Halmstad,208,927.0,POINT (4395097.479798118 19405645.16054613),['Halmstad'],4395097.479798118,19405645.16054613
632,"POLYGON ((3871749.584480212 20285624.805474903, 3871999.584480212 20285191.792773012, 3871749.584480212 20284758.78007112, 3871249.584480212 20284758.78007112, 3870999.584480212 20285191.792773012, 3871249.584480212 20285624.805474903, 3871749.584480212 20285624.805474903))",PO_FI,Lahti,204,632.0,POINT (3871499.5844802125 20285191.792773012),"['Hollola', 'Lahti']",3871499.5844802125,20285191.792773012
642,"POLYGON ((3871749.584480212 20276964.551437076, 3871999.584480212 20276531.538735185, 3871749.584480212 20276098.526033293, 3871249.584480212 20276098.526033293, 3870999.584480212 20276531.538735185, 3871249.584480212 20276964.551437076, 3871749.584480212 20276964.551437076))",PO_FI,Lahti,204,42.0,POINT (3871499.5844802125 20276531.538735185),"['Lahti', 'Hollola']",3871499.5844802125,20276531.538735185
72,"POLYGON ((5818121.471494972 19299064.024061453, 5818371.471494972 19298631.01135956, 5818121.471494972 19298197.99865767, 5817621.471494972 19298197.99865767, 5817371.471494972 19298631.01135956, 5817621.471494972 19299064.024061453, 5818121.471494972 19299064.024061453))",MJM_AT,Klagenfurt,203,461.0,POINT (5817871.471494972 19298631.01135956),['Klagenfurt  downtown'],5817871.471494972,19298631.01135956
84,"POLYGON ((4304550.893709511 19206302.068489462, 4304800.893709511 19205869.05578757, 4304550.893709511 19205436.04308568, 4304050.893709511 19205436.04308568, 4303800.893709511 19205869.05578757, 4304050.893709511 19206302.068489462, 4304550.893709511 19206302.068489462))",HN_DK,Aalborg,4,888.0,POINT (4304300.893709511 19205869.05578757),['Aalborg'],4304300.893709511,19205869.05578757
83,"POLYGON ((4183371.6290757526 19510351.258097675, 4183621.6290757526 19509918.245395783, 4183371.6290757526 19509485.232693892, 4182871.6290757526 19509485.232693892, 4182621.6290757526 19509918.245395783, 4182871.6290757526 19510351.258097675, 4183371.6290757526 19510351.258097675))",OP_SE,Skovde,219,879.0,POINT (4183121.629075752 19509918.245395783),['Skovde'],4183121.629075752,19509918.245395783
95,"POLYGON ((5518999.797005221 20021242.42836415, 5519249.797005221 20020809.41566226, 5518999.797005221 20020376.402960368, 5518499.797005221 20020376.402960368, 5518249.797005221 20020809.41566226, 5518499.797005221 20021242.42836415, 5518999.797005221 20021242.42836415))",FP_SK,Presov,9,461.0,POINT (5518749.797005221 20020809.41566226),['Presov'],5518749.797005221,20020809.41566226
95,"POLYGON ((5789121.254203363 19915803.594686463, 5789371.254203363 19915370.581984572, 5789121.254203363 19914937.56928268, 5788621.254203363 19914937.56928268, 5788371.254203363 19915370.581984572, 5788621.254203363 19915803.594686463, 5789121.254203363 19915803.594686463))",NP_HU,Szolnok,12,905.0,POINT (5788871.254203363 19915370.581984572),['Szolnok'],5788871.254203363,19915370.581984572
115,"POLYGON ((5246017.033578266 19306049.510565758, 5246267.033578266 19305616.497863866, 5246017.033578266 19305183.485161975, 5245517.033578266 19305183.485161975, 5245267.033578266 19305616.497863866, 5245517.033578266 19306049.510565758, 5246017.033578266 19306049.510565758))",DJ_CZ,Chomutov,218,411.0,POINT (5245767.033578267 19305616.497863866),['Chomutov'],5245767.033578267,19305616.497863866
162,"POLYGON ((5370499.155293482 19708098.89756266, 5370749.155293482 19707665.88486077, 5370499.155293482 19707232.872158878, 5369999.155293482 19707232.872158878, 5369749.155293482 19707665.88486077, 5369999.155293482 19708098.89756266, 5370499.155293482 19708098.89756266))",DJ_CZ,Opava,230,556.0,POINT (5370249.155293481 19707665.884860773),['Opava'],5370249.155293481,19707665.884860773
75,"POLYGON ((3967908.7596798153 19303487.87277054, 3968158.7596798153 19303054.86006865, 3967908.7596798153 19302621.847366758, 3967408.7596798153 19302621.847366758, 3967158.7596798153 19303054.86006865, 3967408.7596798153 19303487.87277054, 3967908.7596798153 19303487.87277054))",FO_NO,Drammen,203,587.0,POINT (3967658.7596798153 19303054.86006865),['Drammen'],3967658.7596798153,19303054.86006865
146,"POLYGON ((5720888.443723581 19732990.663047858, 5721138.443723581 19732557.650345966, 5720888.443723581 19732124.637644075, 5720388.443723581 19732124.637644075, 5720138.443723581 19732557.650345966, 5720388.443723581 19732990.663047858, 5720888.443723581 19732990.663047858))",NP_HU,Tatabanya,16,774.0,POINT (5720638.44372358 19732557.650345966),['Tatabanya'],5720638.44372358,19732557.650345966
61,"POLYGON ((5413998.770957824 19397677.856986657, 5414248.770957824 19397244.844284765, 5413998.770957824 19396811.831582874, 5413498.770957824 19396811.831582874, 5413248.770957824 19397244.844284765, 5413498.770957824 19397677.856986657, 5413998.770957824 19397677.856986657))",DJ_CZ,Tabor,211,591.0,POINT (5413748.770957824 19397244.844284765),['Tabor'],5413748.770957824,19397244.844284765
94,"POLYGON ((4180549.0752492473 19402110.804110453, 4180799.0752492473 19401677.79140856, 4180549.0752492473 19401244.77870667, 4180049.0752492473 19401244.77870667, 4179799.0752492473 19401677.79140856, 4180049.0752492473 19402110.804110453, 4180549.0752492473 19402110.804110453))",OP_SE,Trollhattan,221,1086.0,POINT (4180299.0752492477 19401677.79140856),['Trollhattan'],4180299.0752492477,19401677.79140856
199,"POLYGON ((4030862.2430090634 19303747.169669814, 4031112.2430090634 19303314.156967923, 4030862.2430090634 19302881.14426603, 4030362.2430090634 19302881.14426603, 4030112.2430090634 19303314.156967923, 4030362.2430090634 19303747.169669814, 4030862.2430090634 19303747.169669814))",FO_NO,Tonsberg,206,618.0,POINT (4030612.243009063 19303314.156967923),['Tonsberg'],4030612.243009063,19303314.156967923
75,"POLYGON ((5269597.618331271 19250888.121884927, 5269847.618331271 19250455.109183036, 5269597.618331271 19250022.096481144, 5269097.618331271 19250022.096481144, 5268847.618331271 19250455.109183036, 5269097.618331271 19250888.121884927, 5269597.618331271 19250888.121884927))",DJ_CZ,Karlovy vary,224,678.0,POINT (5269347.618331271 19250455.109183036),['Karlovy vary'],5269347.618331271,19250455.109183036
